公共設施種類,行政區,段號,段名,地號,土地面積/平方公尺,公共設施名稱
公園綠地,中山區,418,吉林段五小段,358,561,中山14號公園
公園綠地,中山區,418,吉林段五小段,355,12232,中山14號公園
公園綠地,中山區,418,吉林段五小段,296,950,中山14號公園
公園綠地,中山區,418,吉林段五小段,129,1486,中山91號公園
公園綠地,中山區,419,長安段一小段,470,2423,中山47號公園
公園綠地,中山區,420,長安段二小段,206,1554,中山48號公園
公園綠地,中山區,420,長安段二小段,302,804,中山43號公園
公園綠地,中山區,420,長安段二小段,683-1,2,中山378號公園
公園綠地,中山區,420,長安段二小段,682,2163,中山378號公園
公園綠地,中山區,421,長安段三小段,437,1804,中山36號公園
公園綠地,中山區,421,長安段三小段,111,4715,中山39號公園
公園綠地,中山區,421,長安段三小段,708,1579,中山34號公園
公園綠地,中山區,422,長安段四小段,305-4,11,中山436號公園
公園綠地,中山區,422,長安段四小段,299-1,235,中山436號公園
公園綠地,中山區,422,長安段四小段,305-3,54,中山436號公園
公園綠地,中山區,422,長安段四小段,303,44,中山436號公園
公園綠地,中山區,422,長安段四小段,299,33,中山436號公園
公園綠地,中山區,422,長安段四小段,303-1,127,中山436號公園
公園綠地,中山區,422,長安段四小段,304-1,15,中山436號公園
公園綠地,中山區,422,長安段四小段,304,17,中山436號公園
公園綠地,中山區,422,長安段四小段,393,875,中山37號公園
公園綠地,中山區,422,長安段四小段,298-1,252,中山436號公園
公園綠地,中山區,422,長安段四小段,302,85,中山436號公園
公園綠地,中山區,422,長安段四小段,298-3,71,中山436號公園
公園綠地,中山區,422,長安段四小段,298-2,91,中山436號公園
公園綠地,中山區,423,長春段一小段,1062-1,2,中山46號公園
公園綠地,中山區,423,長春段一小段,271,3903,中山44號公園
公園綠地,中山區,423,長春段一小段,1060-3,1291,中山46號公園
公園綠地,中山區,423,長春段一小段,1062-2,3,中山46號公園
公園綠地,中山區,423,長春段一小段,726,2065,中山45號公園
公園綠地,中山區,423,長春段一小段,1060-2,2622,中山46號公園
公園綠地,中山區,423,長春段一小段,1060,2798,中山46號公園
公園綠地,中山區,423,長春段一小段,1060-1,1050,中山46號公園
公園綠地,中山區,424,長春段二小段,317-3,4,中山41號公園
公園綠地,中山區,424,長春段二小段,530-6,12,中山129號公園
公園綠地,中山區,424,長春段二小段,549,496,中山42號公園
公園綠地,中山區,424,長春段二小段,388,2687,中山41號公園
公園綠地,中山區,424,長春段二小段,557-2,2,中山42號公園
公園綠地,中山區,424,長春段二小段,554,3,中山42號公園
公園綠地,中山區,424,長春段二小段,872-1,3,中山42號公園
公園綠地,中山區,424,長春段二小段,317-2,3,中山41號公園
公園綠地,中山區,424,長春段二小段,552,62,中山42號公園
公園綠地,中山區,424,長春段二小段,553,518,中山42號公園
公園綠地,中山區,424,長春段二小段,551,310,中山42號公園
公園綠地,中山區,424,長春段二小段,704,473.61,中山435號公園
公園綠地,中山區,424,長春段二小段,317-4,2,中山41號公園
公園綠地,中山區,424,長春段二小段,317-1,2,中山41號公園
公園綠地,中山區,424,長春段二小段,555,781,中山42號公園
公園綠地,中山區,425,長春段三小段,372-1,1668.99,中山38號公園
公園綠地,中山區,425,長春段三小段,372,1133.8,中山38號公園
公園綠地,中山區,425,長春段三小段,372-2,42.21,中山38號公園
公園綠地,中山區,427,榮星段二小段,40,136,中山235號公園
公園綠地,中山區,427,榮星段二小段,41,2089,中山235號公園
公園綠地,中山區,427,榮星段二小段,Jan-38,1,中山235號公園
公園綠地,中山區,427,榮星段二小段,Jan-66,2,中山235號公園
公園綠地,中山區,427,榮星段二小段,44,34,中山235號公園
公園綠地,中山區,427,榮星段二小段,39,5,中山235號公園
公園綠地,中山區,428,榮星段三小段,319,2,中山93號公園
公園綠地,中山區,428,榮星段三小段,320-2,1,中山93號公園
公園綠地,中山區,428,榮星段三小段,313,661,中山93號公園
公園綠地,中山區,428,榮星段三小段,314,901,中山93號公園
公園綠地,中山區,428,榮星段三小段,312,33,中山93號公園
公園綠地,中山區,428,榮星段三小段,317,178,中山93號公園
公園綠地,中山區,428,榮星段三小段,318,429,中山93號公園
公園綠地,中山區,429,榮星段四小段,542,45,中山232號公園
公園綠地,中山區,429,榮星段四小段,534,21111,中山232號公園
公園綠地,中山區,429,榮星段四小段,573,7493,中山232號公園
公園綠地,中山區,429,榮星段四小段,563,5225,中山232號公園
公園綠地,中山區,429,榮星段四小段,577,86,中山232號公園
公園綠地,中山區,429,榮星段四小段,576,108,中山232號公園
公園綠地,中山區,429,榮星段四小段,562,440,中山232號公園
公園綠地,中山區,429,榮星段四小段,559,561,中山232號公園
公園綠地,中山區,429,榮星段四小段,578,1282,中山232號公園
公園綠地,中山區,429,榮星段四小段,564,26530,中山232號公園
公園綠地,中山區,429,榮星段四小段,539,2313,中山232號公園
公園綠地,中山區,429,榮星段四小段,558,16,中山232號公園
公園綠地,中山區,430,榮星段五小段,Apr-63,1020,中山92號公園
公園綠地,中山區,430,榮星段五小段,637-3,5,中山94號公園
公園綠地,中山區,430,榮星段五小段,637-2,319,中山94號公園
公園綠地,中山區,431,榮星段六小段,272,182,中山320號公園
公園綠地,中山區,431,榮星段六小段,236,729,中山320號公園
公園綠地,中山區,431,榮星段六小段,268,145,中山320號公園
公園綠地,中山區,431,榮星段六小段,267,106,中山320號公園
公園綠地,中山區,431,榮星段六小段,270,102,中山320號公園
公園綠地,中山區,431,榮星段六小段,271,65,中山320號公園
公園綠地,中山區,431,榮星段六小段,266,26,中山320號公園
公園綠地,中山區,432,榮星段七小段,10,1708,中山234號公園
公園綠地,中山區,434,德惠段一小段,183,1,中山1號公園
公園綠地,中山區,434,德惠段一小段,159-1,467,中山1號公園
公園綠地,中山區,434,德惠段一小段,107,517,中山4號公園
公園綠地,中山區,434,德惠段一小段,157,1467,中山2號公園
公園綠地,中山區,434,德惠段一小段,84,473,中山4號公園
公園綠地,中山區,434,德惠段一小段,86,1255,中山4號公園
公園綠地,中山區,434,德惠段一小段,83,399,中山4號公園
公園綠地,中山區,434,德惠段一小段,130,1173,中山2號公園
公園綠地,中山區,434,德惠段一小段,169-2,346,中山1號公園
公園綠地,中山區,434,德惠段一小段,113,989,中山2號公園
公園綠地,中山區,434,德惠段一小段,156-1,338,中山1號公園
公園綠地,中山區,434,德惠段一小段,110-5,887,中山2號公園
公園綠地,中山區,434,德惠段一小段,159,327,中山1號公園
公園綠地,中山區,434,德惠段一小段,180,615,中山1號公園
公園綠地,中山區,434,德惠段一小段,97,329,中山4號公園
公園綠地,中山區,434,德惠段一小段,126-2,36,中山2號公園
公園綠地,中山區,434,德惠段一小段,119,318,中山2號公園
公園綠地,中山區,434,德惠段一小段,114-13,31,中山2號公園
公園綠地,中山區,434,德惠段一小段,128-2,315,中山2號公園
公園綠地,中山區,434,德惠段一小段,127,1,中山2號公園
公園綠地,中山區,434,德惠段一小段,57,1,中山4號公園
公園綠地,中山區,434,德惠段一小段,127-1,1,中山2號公園
公園綠地,中山區,434,德惠段一小段,137-1,13796,中山2號公園
公園綠地,中山區,434,德惠段一小段,193,10000,中山1號公園
公園綠地,中山區,434,德惠段一小段,145-1,9322,中山2號公園
公園綠地,中山區,434,德惠段一小段,145-4,8480,中山2號公園
公園綠地,中山區,434,德惠段一小段,145-2,7158,中山2號公園
公園綠地,中山區,434,德惠段一小段,190,7111,中山1號公園
公園綠地,中山區,434,德惠段一小段,72,6957,中山4號公園
公園綠地,中山區,434,德惠段一小段,115,6506,中山2號公園
公園綠地,中山區,434,德惠段一小段,105,108797,中山4號公園
公園綠地,中山區,434,德惠段一小段,160-8,55995,中山1號公園
公園綠地,中山區,434,德惠段一小段,80,36282,中山4號公園
公園綠地,中山區,434,德惠段一小段,160-4,30217,中山1號公園
公園綠地,中山區,434,德惠段一小段,158,27595,中山1號公園
公園綠地,中山區,434,德惠段一小段,132,15841,中山2號公園
公園綠地,中山區,434,德惠段一小段,123,6198,中山2號公園
公園綠地,中山區,434,德惠段一小段,110,5768,中山2號公園
公園綠地,中山區,434,德惠段一小段,140,4596,中山2號公園
公園綠地,中山區,434,德惠段一小段,187,4564,中山1號公園
公園綠地,中山區,434,德惠段一小段,134,4412,中山2號公園
公園綠地,中山區,434,德惠段一小段,160-9,3609,中山1號公園
公園綠地,中山區,434,德惠段一小段,194-1,3457,中山1號公園
公園綠地,中山區,434,德惠段一小段,178,3269,中山1號公園
公園綠地,中山區,434,德惠段一小段,139-3,2680,中山2號公園
公園綠地,中山區,434,德惠段一小段,112-1,2375,中山2號公園
公園綠地,中山區,434,德惠段一小段,194,2361,中山1號公園
公園綠地,中山區,434,德惠段一小段,138,1962,中山2號公園
公園綠地,中山區,434,德惠段一小段,135,1684,中山2號公園
公園綠地,中山區,434,德惠段一小段,159-2,1632,中山1號公園
公園綠地,中山區,434,德惠段一小段,133-4,529,中山2號公園
公園綠地,中山區,434,德惠段一小段,169-4,532,中山1號公園
公園綠地,中山區,434,德惠段一小段,71,518,中山4號公園
公園綠地,中山區,434,德惠段一小段,81,112,中山4號公園
公園綠地,中山區,434,德惠段一小段,126-1,106,中山2號公園
公園綠地,中山區,434,德惠段一小段,79,102,中山4號公園
公園綠地,中山區,434,德惠段一小段,128-1,84,中山2號公園
公園綠地,中山區,434,德惠段一小段,109-11,81,中山4號公園
公園綠地,中山區,434,德惠段一小段,118,80,中山2號公園
公園綠地,中山區,434,德惠段一小段,114-10,65,中山2號公園
公園綠地,中山區,434,德惠段一小段,125,60,中山2號公園
公園綠地,中山區,434,德惠段一小段,182-1,57,中山1號公園
公園綠地,中山區,434,德惠段一小段,87,15730,中山3號公園
公園綠地,中山區,434,德惠段一小段,146,51,中山2號公園
公園綠地,中山區,434,德惠段一小段,192,51,中山1號公園
公園綠地,中山區,434,德惠段一小段,122,50,中山2號公園
公園綠地,中山區,434,德惠段一小段,181,40,中山1號公園
公園綠地,中山區,434,德惠段一小段,123-1,1595,中山2號公園
公園綠地,中山區,434,德惠段一小段,73,1416,中山4號公園
公園綠地,中山區,434,德惠段一小段,177,1218,中山1號公園
公園綠地,中山區,434,德惠段一小段,111-3,1050,中山2號公園
公園綠地,中山區,434,德惠段一小段,87-23,935,中山3號公園
公園綠地,中山區,434,德惠段一小段,147,870,中山2號公園
公園綠地,中山區,434,德惠段一小段,85,593,中山4號公園
公園綠地,中山區,434,德惠段一小段,162,36,中山1號公園
公園綠地,中山區,434,德惠段一小段,189,30,中山1號公園
公園綠地,中山區,434,德惠段一小段,179,28,中山1號公園
公園綠地,中山區,434,德惠段一小段,186-1,307,中山1號公園
公園綠地,中山區,434,德惠段一小段,109-7,309,中山4號公園
公園綠地,中山區,434,德惠段一小段,109-10,281,中山4號公園
公園綠地,中山區,434,德惠段一小段,129,277,中山2號公園
公園綠地,中山區,434,德惠段一小段,133-5,263,中山2號公園
公園綠地,中山區,434,德惠段一小段,114-11,256,中山2號公園
公園綠地,中山區,434,德惠段一小段,106,223,中山4號公園
公園綠地,中山區,434,德惠段一小段,133,189,中山2號公園
公園綠地,中山區,434,德惠段一小段,111-4,157,中山2號公園
公園綠地,中山區,434,德惠段一小段,111-1,148,中山2號公園
公園綠地,中山區,434,德惠段一小段,144,147,中山2號公園
公園綠地,中山區,434,德惠段一小段,131,114,中山2號公園
公園綠地,中山區,434,德惠段一小段,191,113,中山1號公園
公園綠地,中山區,434,德惠段一小段,95,28,中山4號公園
公園綠地,中山區,434,德惠段一小段,176,26,中山1號公園
公園綠地,中山區,434,德惠段一小段,Apr-91,26,中山3號公園
公園綠地,中山區,434,德惠段一小段,111-2,22,中山2號公園
公園綠地,中山區,434,德惠段一小段,75,21,中山4號公園
公園綠地,中山區,434,德惠段一小段,124,20,中山2號公園
公園綠地,中山區,434,德惠段一小段,74,19,中山4號公園
公園綠地,中山區,434,德惠段一小段,145-5,18,中山2號公園
公園綠地,中山區,434,德惠段一小段,87-37,13,中山3號公園
公園綠地,中山區,434,德惠段一小段,188,11,中山1號公園
公園綠地,中山區,434,德惠段一小段,185-1,12,中山1號公園
公園綠地,中山區,434,德惠段一小段,87-36,11,中山3號公園
公園綠地,中山區,434,德惠段一小段,87-38,11,中山3號公園
公園綠地,中山區,434,德惠段一小段,90,10,中山3號公園
公園綠地,中山區,434,德惠段一小段,128,8,中山2號公園
公園綠地,中山區,434,德惠段一小段,144-2,6,中山2號公園
公園綠地,中山區,434,德惠段一小段,136-1,4,中山2號公園
公園綠地,中山區,434,德惠段一小段,82,3,中山4號公園
公園綠地,中山區,434,德惠段一小段,145-3,3,中山2號公園
公園綠地,中山區,434,德惠段一小段,114-12,3,中山2號公園
公園綠地,中山區,434,德惠段一小段,184,3,中山1號公園
公園綠地,中山區,434,德惠段一小段,133-1,2,中山2號公園
公園綠地,中山區,434,德惠段一小段,126,1,中山2號公園
公園綠地,中山區,435,德惠段二小段,174,192,中山82號公園
公園綠地,中山區,435,德惠段二小段,176,217,中山82號公園
公園綠地,中山區,435,德惠段二小段,177,282,中山82號公園
公園綠地,中山區,435,德惠段二小段,175,523,中山82號公園
公園綠地,中山區,435,德惠段二小段,408,2908,中山83號公園
公園綠地,中山區,435,德惠段二小段,173,180,中山82號公園
公園綠地,中山區,436,德惠段三小段,773-1,26,中山84號公園
公園綠地,中山區,436,德惠段三小段,770,23,中山84號公園
公園綠地,中山區,436,德惠段三小段,783,10,中山84號公園
公園綠地,中山區,436,德惠段三小段,786,6,中山84號公園
公園綠地,中山區,436,德惠段三小段,769-1,4,中山84號公園
公園綠地,中山區,436,德惠段三小段,788-1,3,中山84號公園
公園綠地,中山區,436,德惠段三小段,774-1,4,中山84號公園
公園綠地,中山區,436,德惠段三小段,779-1,2,中山84號公園
公園綠地,中山區,436,德惠段三小段,737-1,1,中山84號公園
公園綠地,中山區,436,德惠段三小段,772-1,26,中山84號公園
公園綠地,中山區,436,德惠段三小段,776-1,75,中山84號公園
公園綠地,中山區,436,德惠段三小段,775-1,455,中山84號公園
公園綠地,中山區,436,德惠段三小段,785,650,中山84號公園
公園綠地,中山區,436,德惠段三小段,784,664,中山84號公園
公園綠地,中山區,436,德惠段三小段,23,1301,中山81號公園
公園綠地,中山區,436,德惠段三小段,771-1,28,中山84號公園
公園綠地,內湖區,453,文德段一小段,100,3895,內湖62號公園
公園綠地,內湖區,453,文德段一小段,234,3788,內湖14號公園
公園綠地,內湖區,453,文德段一小段,226,342,內湖62號公園
公園綠地,內湖區,453,文德段一小段,143,3482,內湖62號公園
公園綠地,內湖區,453,文德段一小段,286-2,313,內湖14號公園
公園綠地,內湖區,453,文德段一小段,190,3300,內湖62號公園
公園綠地,內湖區,453,文德段一小段,121,288,內湖62號公園
公園綠地,內湖區,453,文德段一小段,223-8,2732,內湖14號公園
公園綠地,內湖區,453,文德段一小段,74,279,內湖62號公園
公園綠地,內湖區,453,文德段一小段,210-1,2394,內湖62號公園
公園綠地,內湖區,453,文德段一小段,189,265,內湖62號公園
公園綠地,內湖區,453,文德段一小段,183,2324.35,內湖62號公園
公園綠地,內湖區,453,文德段一小段,286-3,243,內湖14號公園
公園綠地,內湖區,453,文德段一小段,72,2150,內湖62號公園
公園綠地,內湖區,453,文德段一小段,215-2,167,內湖62號公園
公園綠地,內湖區,453,文德段一小段,97,1866,內湖62號公園
公園綠地,內湖區,453,文德段一小段,98,54,內湖62號公園
公園綠地,內湖區,453,文德段一小段,181,1865,內湖62號公園
公園綠地,內湖區,453,文德段一小段,Feb-83,44,內湖62號公園
公園綠地,內湖區,453,文德段一小段,94,41,內湖62號公園
公園綠地,內湖區,453,文德段一小段,73,42,內湖62號公園
公園綠地,內湖區,453,文德段一小段,64-17,38,內湖62號公園
公園綠地,內湖區,453,文德段一小段,78,37,內湖62號公園
公園綠地,內湖區,453,文德段一小段,137,31,內湖62號公園
公園綠地,內湖區,453,文德段一小段,2月22日,29,內湖62號公園
公園綠地,內湖區,453,文德段一小段,274-3,29,內湖14號公園
公園綠地,內湖區,453,文德段一小段,96,24,內湖62號公園
公園綠地,內湖區,453,文德段一小段,68,15,內湖62號公園
公園綠地,內湖區,453,文德段一小段,Feb-86,12,內湖62號公園
公園綠地,內湖區,453,文德段一小段,163,11,內湖62號公園
公園綠地,內湖區,453,文德段一小段,161,10,內湖62號公園
公園綠地,內湖區,453,文德段一小段,287-15,8,內湖14號公園
公園綠地,內湖區,453,文德段一小段,164,8,內湖62號公園
公園綠地,內湖區,453,文德段一小段,287-16,6,內湖14號公園
公園綠地,內湖區,453,文德段一小段,Feb-55,5,內湖62號公園
公園綠地,內湖區,453,文德段一小段,Jun-97,5,內湖62號公園
公園綠地,內湖區,453,文德段一小段,105,4,內湖62號公園
公園綠地,內湖區,453,文德段一小段,127,4,內湖62號公園
公園綠地,內湖區,453,文德段一小段,107,4,內湖62號公園
公園綠地,內湖區,453,文德段一小段,305-1,3,內湖14號公園
公園綠地,內湖區,453,文德段一小段,287-17,3,內湖14號公園
公園綠地,內湖區,453,文德段一小段,Aug-97,2,內湖62號公園
公園綠地,內湖區,453,文德段一小段,133,83,內湖62號公園
公園綠地,內湖區,453,文德段一小段,287-14,2,內湖14號公園
公園綠地,內湖區,453,文德段一小段,237-2,2,內湖14號公園
公園綠地,內湖區,453,文德段一小段,108,2,內湖62號公園
公園綠地,內湖區,453,文德段一小段,Jul-97,2,內湖62號公園
公園綠地,內湖區,453,文德段一小段,287-18,1,內湖14號公園
公園綠地,內湖區,453,文德段一小段,304-1,1,內湖14號公園
公園綠地,內湖區,453,文德段一小段,134,13287,內湖62號公園
公園綠地,內湖區,453,文德段一小段,140,9509,內湖62號公園
公園綠地,內湖區,453,文德段一小段,180,7482,內湖62號公園
公園綠地,內湖區,453,文德段一小段,141,159,內湖62號公園
公園綠地,內湖區,453,文德段一小段,225,148,內湖62號公園
公園綠地,內湖區,453,文德段一小段,120,147,內湖62號公園
公園綠地,內湖區,453,文德段一小段,182-1,6354.67,內湖62號公園
公園綠地,內湖區,453,文德段一小段,95,1472,內湖62號公園
公園綠地,內湖區,453,文德段一小段,110,334,內湖62號公園
公園綠地,內湖區,453,文德段一小段,224,306,內湖62號公園
公園綠地,內湖區,453,文德段一小段,124,289,內湖62號公園
公園綠地,內湖區,453,文德段一小段,81,267,內湖62號公園
公園綠地,內湖區,453,文德段一小段,76,251,內湖62號公園
公園綠地,內湖區,453,文德段一小段,64-16,213,內湖62號公園
公園綠地,內湖區,453,文德段一小段,185,174,內湖62號公園
公園綠地,內湖區,453,文德段一小段,186,50,內湖62號公園
公園綠地,內湖區,453,文德段一小段,64-19,48.2,內湖62號公園
公園綠地,內湖區,453,文德段一小段,175,1841,內湖62號公園
公園綠地,內湖區,453,文德段一小段,162,1661,內湖62號公園
公園綠地,內湖區,453,文德段一小段,Jun-64,1518.5,內湖62號公園
公園綠地,內湖區,453,文德段一小段,Feb-77,346,內湖62號公園
公園綠地,內湖區,453,文德段一小段,123,1414,內湖62號公園
公園綠地,內湖區,453,文德段一小段,64,1376.7,內湖62號公園
公園綠地,內湖區,453,文德段一小段,Jan-77,1270,內湖62號公園
公園綠地,內湖區,453,文德段一小段,208,1242,內湖62號公園
公園綠地,內湖區,453,文德段一小段,188,1214,內湖62號公園
公園綠地,內湖區,453,文德段一小段,101,1195,內湖62號公園
公園綠地,內湖區,453,文德段一小段,142,1178,內湖62號公園
公園綠地,內湖區,453,文德段一小段,178,1138,內湖62號公園
公園綠地,內湖區,453,文德段一小段,119,136,內湖62號公園
公園綠地,內湖區,453,文德段一小段,284,129,內湖14號公園
公園綠地,內湖區,453,文德段一小段,317-1,127,內湖14號公園
公園綠地,內湖區,453,文德段一小段,182,119.33,內湖62號公園
公園綠地,內湖區,453,文德段一小段,183-1,116.65,內湖62號公園
公園綠地,內湖區,453,文德段一小段,106,116,內湖62號公園
公園綠地,內湖區,453,文德段一小段,Feb-82,112,內湖62號公園
公園綠地,內湖區,453,文德段一小段,132-4,109,內湖62號公園
公園綠地,內湖區,453,文德段一小段,80,97,內湖62號公園
公園綠地,內湖區,453,文德段一小段,64-14,97,內湖62號公園
公園綠地,內湖區,453,文德段一小段,160,96,內湖62號公園
公園綠地,內湖區,453,文德段一小段,211,84,內湖62號公園
公園綠地,內湖區,453,文德段一小段,132-1,82,內湖62號公園
公園綠地,內湖區,453,文德段一小段,99,80,內湖62號公園
公園綠地,內湖區,453,文德段一小段,224-3,78,內湖14號公園
公園綠地,內湖區,453,文德段一小段,Jul-80,75,內湖62號公園
公園綠地,內湖區,453,文德段一小段,179,73,內湖62號公園
公園綠地,內湖區,453,文德段一小段,64-15,68.6,內湖62號公園
公園綠地,內湖區,453,文德段一小段,104,66,內湖62號公園
公園綠地,內湖區,453,文德段一小段,138,61,內湖62號公園
公園綠地,內湖區,453,文德段一小段,139,57,內湖62號公園
公園綠地,內湖區,453,文德段一小段,306-1,57,內湖14號公園
公園綠地,內湖區,453,文德段一小段,109,57,內湖62號公園
公園綠地,內湖區,453,文德段一小段,177,955,內湖62號公園
公園綠地,內湖區,453,文德段一小段,174,829,內湖62號公園
公園綠地,內湖區,453,文德段一小段,44,817,內湖62號公園
公園綠地,內湖區,453,文德段一小段,209,785,內湖62號公園
公園綠地,內湖區,453,文德段一小段,122,699,內湖62號公園
公園綠地,內湖區,453,文德段一小段,285,672,內湖14號公園
公園綠地,內湖區,453,文德段一小段,75,638,內湖62號公園
公園綠地,內湖區,453,文德段一小段,173,601,內湖62號公園
公園綠地,內湖區,453,文德段一小段,145,496,內湖62號公園
公園綠地,內湖區,453,文德段一小段,125,418,內湖62號公園
公園綠地,內湖區,453,文德段一小段,209-1,409,內湖62號公園
公園綠地,內湖區,453,文德段一小段,184,361,內湖62號公園
公園綠地,內湖區,453,文德段一小段,212-4,44,內湖62號公園
公園綠地,內湖區,454,文德段二小段,107-7,102,內湖67號公園
公園綠地,內湖區,454,文德段二小段,614,249,內湖15號公園
公園綠地,內湖區,454,文德段二小段,Oct-91,98,內湖90號公園
公園綠地,內湖區,454,文德段二小段,602-7,446,內湖16號公園
公園綠地,內湖區,454,文德段二小段,107-9,94.63,內湖67號公園
公園綠地,內湖區,454,文德段二小段,171-7,437,內湖67號公園
公園綠地,內湖區,454,文德段二小段,103-1,81,內湖67號公園
公園綠地,內湖區,454,文德段二小段,170-11,436,內湖67號公園
公園綠地,內湖區,454,文德段二小段,104-1,79,內湖67號公園
公園綠地,內湖區,454,文德段二小段,187-2,424,內湖67號公園
公園綠地,內湖區,454,文德段二小段,117-2,75,內湖67號公園
公園綠地,內湖區,454,文德段二小段,349,386,內湖16號公園
公園綠地,內湖區,454,文德段二小段,Jul-91,74,內湖90號公園
公園綠地,內湖區,454,文德段二小段,183,372,內湖67號公園
公園綠地,內湖區,454,文德段二小段,557-2,68,內湖15號公園
公園綠地,內湖區,454,文德段二小段,171-2,350,內湖67號公園
公園綠地,內湖區,454,文德段二小段,316-2,57,內湖16號公園
公園綠地,內湖區,454,文德段二小段,316-1,339,內湖16號公園
公園綠地,內湖區,454,文德段二小段,189-1,310,內湖67號公園
公園綠地,內湖區,454,文德段二小段,47,292,內湖90號公園
公園綠地,內湖區,454,文德段二小段,586-4,287,內湖16號公園
公園綠地,內湖區,454,文德段二小段,279,269,內湖67號公園
公園綠地,內湖區,454,文德段二小段,211,262,內湖17號公園
公園綠地,內湖區,454,文德段二小段,171-4,470,內湖67號公園
公園綠地,內湖區,454,文德段二小段,170-12,224,內湖67號公園
公園綠地,內湖區,454,文德段二小段,170-14,218,內湖67號公園
公園綠地,內湖區,454,文德段二小段,170-13,218,內湖67號公園
公園綠地,內湖區,454,文德段二小段,170-18,212,內湖67號公園
公園綠地,內湖區,454,文德段二小段,175,214,內湖67號公園
公園綠地,內湖區,454,文德段二小段,105,205,內湖67號公園
公園綠地,內湖區,454,文德段二小段,325,202,內湖16號公園
公園綠地,內湖區,454,文德段二小段,288-4,192,內湖67號公園
公園綠地,內湖區,454,文德段二小段,171-11,1264,內湖67號公園
公園綠地,內湖區,454,文德段二小段,189,1215,內湖67號公園
公園綠地,內湖區,454,文德段二小段,199,1090,內湖17號公園
公園綠地,內湖區,454,文德段二小段,187-1,1027,內湖67號公園
公園綠地,內湖區,454,文德段二小段,185,1010,內湖67號公園
公園綠地,內湖區,454,文德段二小段,101-8,960,內湖67號公園
公園綠地,內湖區,454,文德段二小段,105-1,913,內湖67號公園
公園綠地,內湖區,454,文德段二小段,170-4,873,內湖67號公園
公園綠地,內湖區,454,文德段二小段,170-5,873,內湖67號公園
公園綠地,內湖區,454,文德段二小段,221-5,851,內湖17號公園
公園綠地,內湖區,454,文德段二小段,222-2,840,內湖17號公園
公園綠地,內湖區,454,文德段二小段,170-6,830,內湖67號公園
公園綠地,內湖區,454,文德段二小段,641,787,內湖15號公園
公園綠地,內湖區,454,文德段二小段,584-10,799,內湖15號公園
公園綠地,內湖區,454,文德段二小段,331-1,748,內湖16號公園
公園綠地,內湖區,454,文德段二小段,613-7,758,內湖16號公園
公園綠地,內湖區,454,文德段二小段,170-7,742,內湖67號公園
公園綠地,內湖區,454,文德段二小段,138-3,713,內湖17號公園
公園綠地,內湖區,454,文德段二小段,170-8,699,內湖67號公園
公園綠地,內湖區,454,文德段二小段,170-9,655,內湖67號公園
公園綠地,內湖區,454,文德段二小段,585-11,611,內湖15號公園
公園綠地,內湖區,454,文德段二小段,190,550,內湖67號公園
公園綠地,內湖區,454,文德段二小段,194,539,內湖17號公園
公園綠地,內湖區,454,文德段二小段,102,539,內湖67號公園
公園綠地,內湖區,454,文德段二小段,586-9,530,內湖15號公園
公園綠地,內湖區,454,文德段二小段,171-5,524,內湖67號公園
公園綠地,內湖區,454,文德段二小段,585-15,7,內湖16號公園
公園綠地,內湖區,454,文德段二小段,586-7,1,內湖16號公園
公園綠地,內湖區,454,文德段二小段,345-13,1,內湖16號公園
公園綠地,內湖區,454,文德段二小段,161-11,0.22,內湖17號公園
公園綠地,內湖區,454,文德段二小段,585-21,183,內湖15號公園
公園綠地,內湖區,454,文德段二小段,191,181,內湖67號公園
公園綠地,內湖區,454,文德段二小段,170-15,177,內湖67號公園
公園綠地,內湖區,454,文德段二小段,545-21,155,內湖67號公園
公園綠地,內湖區,454,文德段二小段,170-16,174,內湖67號公園
公園綠地,內湖區,454,文德段二小段,170-17,174,內湖67號公園
公園綠地,內湖區,454,文德段二小段,286-1,172,內湖67號公園
公園綠地,內湖區,454,文德段二小段,278-1,168,內湖67號公園
公園綠地,內湖區,454,文德段二小段,181,168,內湖67號公園
公園綠地,內湖區,454,文德段二小段,109-2,163,內湖67號公園
公園綠地,內湖區,454,文德段二小段,172-1,160,內湖67號公園
公園綠地,內湖區,454,文德段二小段,Sep-91,157,內湖90號公園
公園綠地,內湖區,454,文德段二小段,174-1,151,內湖67號公園
公園綠地,內湖區,454,文德段二小段,215,134,內湖17號公園
公園綠地,內湖區,454,文德段二小段,102-1,132,內湖67號公園
公園綠地,內湖區,454,文德段二小段,329-1,127,內湖16號公園
公園綠地,內湖區,454,文德段二小段,Jan-91,123,內湖90號公園
公園綠地,內湖區,454,文德段二小段,115-17,109,內湖67號公園
公園綠地,內湖區,454,文德段二小段,290,470,內湖67號公園
公園綠地,內湖區,454,文德段二小段,287,448,內湖67號公園
公園綠地,內湖區,454,文德段二小段,171-6,437,內湖67號公園
公園綠地,內湖區,454,文德段二小段,583,432,內湖16號公園
公園綠地,內湖區,454,文德段二小段,286,396,內湖67號公園
公園綠地,內湖區,454,文德段二小段,186,391,內湖67號公園
公園綠地,內湖區,454,文德段二小段,303-5,359,內湖67號公園
公園綠地,內湖區,454,文德段二小段,285,340,內湖67號公園
公園綠地,內湖區,454,文德段二小段,564-7,321,內湖15號公園
公園綠地,內湖區,454,文德段二小段,198-4,53,內湖17號公園
公園綠地,內湖區,454,文德段二小段,116-11,47,內湖67號公園
