公共設施種類,行政區,段號,段名,地號,土地面積/平方公尺,公共設施名稱
兒童遊樂場,南港區,667,玉成段四小段,174,66,新勝
兒童遊樂場,南港區,667,玉成段四小段,177-2,210,新勝
兒童遊樂場,南港區,667,玉成段四小段,175,1893,新勝
兒童遊樂場,南港區,667,玉成段四小段,519,2383,成德
兒童遊樂場,南港區,668,玉成段五小段,202,1058,萬福
兒童遊樂場,南港區,668,玉成段五小段,204,895,萬福
兒童遊樂場,南港區,673,新光段一小段,176-22,7,東坡
兒童遊樂場,南港區,673,新光段一小段,176-24,1,東坡
兒童遊樂場,南港區,673,新光段一小段,176-5,597,東坡
兒童遊樂場,南港區,673,新光段一小段,176-7,186,東坡
兒童遊樂場,南港區,673,新光段一小段,176-9,7,東坡
兒童遊樂場,南港區,673,新光段一小段,176-43,48,東坡
兒童遊樂場,南港區,673,新光段一小段,176-15,338,東坡
兒童遊樂場,南港區,675,新光段三小段,255,2756,百福
兒童遊樂場,士林區,946,至善段三小段,177,2,
兒童遊樂場,士林區,946,至善段三小段,182-1,21,
兒童遊樂場,士林區,946,至善段三小段,169,77,
兒童遊樂場,士林區,946,至善段三小段,497,18,外雙溪
兒童遊樂場,士林區,946,至善段三小段,231,1233,
兒童遊樂場,士林區,946,至善段三小段,514,846,外雙溪
兒童遊樂場,士林區,946,至善段三小段,170,608,
兒童遊樂場,士林區,946,至善段三小段,403-1,80,
兒童遊樂場,士林區,946,至善段三小段,168,22,
兒童遊樂場,士林區,951,翠山段二小段,929,122,
兒童遊樂場,士林區,951,翠山段二小段,857,68,
兒童遊樂場,士林區,951,翠山段二小段,863,36,
兒童遊樂場,士林區,951,翠山段二小段,892,13,
兒童遊樂場,士林區,951,翠山段二小段,935,4,
兒童遊樂場,士林區,951,翠山段二小段,927,164,
運動場,文山區,67,興安段四小段,25,1,文山運動中心
運動場,文山區,67,興安段四小段,31,80,文山運動中心
運動場,文山區,67,興安段四小段,36,58,文山運動中心
運動場,文山區,67,興安段四小段,20,136,文山運動中心
運動場,文山區,67,興安段四小段,7月3日,1347,文山運動中心
運動場,文山區,67,興安段四小段,32,1559,文山運動中心
運動場,文山區,67,興安段四小段,30,30,文山運動中心
運動場,文山區,67,興安段四小段,26,100,文山運動中心
運動場,文山區,67,興安段四小段,28,83,文山運動中心
運動場,文山區,67,興安段四小段,8月2日,13,文山運動中心
運動場,文山區,67,興安段四小段,24,544,文山運動中心
運動場,文山區,67,興安段四小段,27,23,文山運動中心
運動場,文山區,67,興安段四小段,1月30日,2,文山運動中心
運動場,文山區,67,興安段四小段,37,61,文山運動中心
運動場,文山區,67,興安段四小段,1月21日,19,文山運動中心
運動場,文山區,67,興安段四小段,7月1日,4,文山運動中心
運動場,文山區,67,興安段四小段,Jan-32,3,文山運動中心
運動場,文山區,67,興安段四小段,7,1435,文山運動中心
運動場,文山區,67,興安段四小段,72,1089,文山運動中心
運動場,內湖區,460,康寧段一小段,6月17日,8155,
運動場,內湖區,460,康寧段一小段,17-15,1,
運動場,內湖區,460,康寧段一小段,4月17日,1,
運動場,內湖區,460,康寧段一小段,17-21,2,
運動場,內湖區,460,康寧段一小段,17-22,2,
運動場,內湖區,460,康寧段一小段,3月17日,44,
運動場,內湖區,460,康寧段一小段,1月17日,1539,
運動場,內湖區,460,康寧段一小段,17,6932,
運動場,內湖區,519,石潭段四小段,281-4,243.16,臺北市網球中心(興建中)
運動場,內湖區,519,石潭段四小段,281,29622.03,臺北市網球中心(興建中)
運動場,內湖區,519,石潭段四小段,280,19338.42,臺北市網球中心(興建中)
運動場,松山區,603,美仁段二小段,877,188,臺北田徑場
運動場,松山區,603,美仁段二小段,881,1056,臺北田徑場
運動場,松山區,603,美仁段二小段,884,923,臺北田徑場
運動場,松山區,603,美仁段二小段,894-2,2602,臺北田徑場
運動場,松山區,603,美仁段二小段,876,220,臺北田徑場
運動場,松山區,603,美仁段二小段,894,88667,臺北田徑場/小巨蛋
運動場,松山區,603,美仁段二小段,873,14,臺北田徑場
運動場,松山區,603,美仁段二小段,880,762,臺北田徑場
運動場,松山區,603,美仁段二小段,894-3,16799,松山運動中心
運動場,南港區,659,中南段一小段,744,6440.81,台北市極限運動訓練中
運動場,南港區,659,中南段一小段,744-2,501.62,台北市極限運動訓練中
運動場,南港區,659,中南段一小段,744-3,1787.5,台北市極限運動訓練中
運動場,士林區,823,三玉段一小段,Jan-71,35,天母運動公園
運動場,士林區,823,三玉段一小段,68,242,天母運動公園
運動場,士林區,823,三玉段一小段,Jul-72,20,天母運動公園
運動場,士林區,823,三玉段一小段,Apr-57,243,天母運動公園
運動場,士林區,823,三玉段一小段,57,47572,天母運動公園
運動場,士林區,823,三玉段一小段,127,38476,天母運動公園
運動場,士林區,823,三玉段一小段,114,5940,天母運動公園
運動場,士林區,823,三玉段一小段,Mar-91,311,天母運動公園
運動場,士林區,823,三玉段一小段,126,380,天母運動公園
運動場,士林區,823,三玉段一小段,100,51,天母運動公園
運動場,士林區,823,三玉段一小段,Feb-63,419,天母運動公園
運動場,士林區,823,三玉段一小段,3月25日,924,天母運動公園
運動場,士林區,823,三玉段一小段,Jan-74,116,天母運動公園
運動場,士林區,956,芝蘭段一小段,25,30.61,天母運動公園
運動場,士林區,956,芝蘭段一小段,2月13日,4124.81,天母運動公園
運動場,士林區,969,天玉段三小段,607,280.33,天母運動公園
運動場,士林區,969,天玉段三小段,587,260.1,天母運動公園
運動場,士林區,969,天玉段三小段,551-2,152.39,天母運動公園
運動場,士林區,969,天玉段三小段,596,27.92,天母運動公園
運動場,士林區,969,天玉段三小段,609,349.75,天母運動公園
運動場,士林區,969,天玉段三小段,551,9837.75,天母運動公園
廣場用地,中正區,19,福和段一小段,814-1,9,中正10號廣場
廣場用地,中正區,19,福和段一小段,779,85,中正10號廣場
廣場用地,中正區,19,福和段一小段,778-3,5,中正10號廣場
廣場用地,中正區,19,福和段一小段,780-2,149,中正10號廣場
廣場用地,中正區,19,福和段一小段,816,13,中正10號廣場
廣場用地,中正區,19,福和段一小段,807-1,175,中正10號廣場
廣場用地,中正區,19,福和段一小段,812-3,36,中正10號廣場
廣場用地,中正區,19,福和段一小段,809-1,23,中正10號廣場
廣場用地,中正區,19,福和段一小段,811-1,18,中正10號廣場
廣場用地,中正區,19,福和段一小段,808-1,55,中正10號廣場
廣場用地,中正區,19,福和段一小段,805-1,8,中正10號廣場
廣場用地,中正區,19,福和段一小段,810,5,中正10號廣場
廣場用地,中正區,19,福和段一小段,778-1,37,中正10號廣場
廣場用地,中正區,19,福和段一小段,818-1,34,中正10號廣場
廣場用地,中正區,19,福和段一小段,806-1,31,中正10號廣場
廣場用地,中正區,19,福和段一小段,817,1,中正10號廣場
廣場用地,中正區,19,福和段一小段,813-1,1,中正10號廣場
廣場用地,中正區,19,福和段一小段,808,1,中正10號廣場
廣場用地,中正區,19,福和段一小段,812-5,2,中正10號廣場
廣場用地,中正區,19,福和段一小段,811,2,中正10號廣場
廣場用地,中正區,19,福和段一小段,809,3,中正10號廣場
廣場用地,中正區,19,福和段一小段,815-1,32,中正10號廣場
廣場用地,萬華區,44,萬華段二小段,1037-8,659,
廣場用地,萬華區,44,萬華段二小段,796-5,33,
廣場用地,萬華區,44,萬華段二小段,700-1,78,
廣場用地,萬華區,44,萬華段二小段,1037-2,356,
廣場用地,萬華區,44,萬華段二小段,713,366,
廣場用地,萬華區,44,萬華段二小段,713-1,1473,
廣場用地,萬華區,44,萬華段二小段,714,7,
廣場用地,萬華區,44,萬華段二小段,918,6,
廣場用地,萬華區,44,萬華段二小段,904,6,
廣場用地,萬華區,44,萬華段二小段,917,1,
廣場用地,萬華區,44,萬華段二小段,919,3122,
廣場用地,萬華區,44,萬華段二小段,885-1,6,
廣場用地,萬華區,44,萬華段二小段,919-2,495,
廣場用地,萬華區,44,萬華段二小段,975,3130,
廣場用地,萬華區,46,漢中段二小段,133-1,7,
廣場用地,萬華區,46,漢中段二小段,134-1,7,
廣場用地,萬華區,46,漢中段二小段,5月4日,13,
廣場用地,萬華區,46,漢中段二小段,137,25,
廣場用地,萬華區,46,漢中段二小段,135,29,
廣場用地,萬華區,46,漢中段二小段,5,8190,
廣場用地,萬華區,46,漢中段二小段,5月16日,351,八拾捌茶輪番所
廣場用地,萬華區,46,漢中段二小段,136,1,
廣場用地,文山區,53,景美段四小段,625-1,28,
廣場用地,文山區,53,景美段四小段,162-1,348,
廣場用地,文山區,53,景美段四小段,143-1,10,
廣場用地,文山區,53,景美段四小段,144-1,27,
廣場用地,文山區,60,興隆段一小段,321-2,589,
廣場用地,文山區,60,興隆段一小段,357-3,558,
廣場用地,文山區,60,興隆段一小段,312-3,136,
廣場用地,文山區,60,興隆段一小段,358-3,21,
廣場用地,文山區,60,興隆段一小段,320-11,1237,
廣場用地,文山區,60,興隆段一小段,309-2,11.8,
廣場用地,文山區,60,興隆段一小段,319-5,2,
廣場用地,文山區,60,興隆段一小段,320-8,23,
廣場用地,文山區,60,興隆段一小段,320-2,105,
廣場用地,文山區,60,興隆段一小段,313-2,20,
廣場用地,文山區,62,興隆段三小段,101-1,60,
廣場用地,文山區,62,興隆段三小段,Jan-36,9,
廣場用地,文山區,62,興隆段三小段,106-1,0.09,
廣場用地,文山區,62,興隆段三小段,21,16,
廣場用地,文山區,62,興隆段三小段,102-1,26,
廣場用地,文山區,62,興隆段三小段,105-1,27,
廣場用地,文山區,62,興隆段三小段,103,30,
廣場用地,文山區,62,興隆段三小段,23,10,
廣場用地,文山區,62,興隆段三小段,Feb-99,61,
廣場用地,文山區,62,興隆段三小段,13,88,
廣場用地,文山區,62,興隆段三小段,1月1日,291,
廣場用地,文山區,62,興隆段三小段,26,102,
廣場用地,文山區,62,興隆段三小段,1月27日,3,
廣場用地,文山區,64,興安段一小段,378-2,33,
廣場用地,文山區,64,興安段一小段,426-2,43,
廣場用地,文山區,64,興安段一小段,373-2,36,
廣場用地,文山區,65,興安段二小段,286-8,2,
廣場用地,文山區,65,興安段二小段,294-1,1,
廣場用地,文山區,65,興安段二小段,327-3,8,
廣場用地,文山區,65,興安段二小段,303-1,34,
廣場用地,文山區,65,興安段二小段,286-5,39.44,
廣場用地,文山區,65,興安段二小段,286-7,43.52,
廣場用地,文山區,65,興安段二小段,327-7,78,
廣場用地,文山區,65,興安段二小段,327-5,86,
廣場用地,文山區,65,興安段二小段,287-1,0.62,
廣場用地,文山區,65,興安段二小段,286-10,22.79,
廣場用地,文山區,65,興安段二小段,290-2,10.42,
廣場用地,文山區,65,興安段二小段,302-1,26,
廣場用地,文山區,65,興安段二小段,327-6,17,
廣場用地,文山區,65,興安段二小段,299-1,13,
廣場用地,文山區,65,興安段二小段,293-1,1,
廣場用地,文山區,66,興安段三小段,336-1,11,
廣場用地,文山區,66,興安段三小段,Feb-30,252,
廣場用地,文山區,66,興安段三小段,3月30日,607,
廣場用地,文山區,66,興安段三小段,8月1日,1076,
廣場用地,文山區,66,興安段三小段,Jan-40,1846,
廣場用地,文山區,66,興安段三小段,239-1,1,
廣場用地,文山區,66,興安段三小段,337-1,3,
廣場用地,文山區,66,興安段三小段,8月2日,10,
廣場用地,文山區,66,興安段三小段,Jan-47,190,
廣場用地,文山區,66,興安段三小段,1月31日,14,
廣場用地,文山區,66,興安段三小段,35,26,
廣場用地,文山區,66,興安段三小段,Feb-46,24,
廣場用地,文山區,66,興安段三小段,Feb-32,39,
廣場用地,文山區,66,興安段三小段,7月1日,176,
廣場用地,文山區,66,興安段三小段,48,119,
廣場用地,文山區,66,興安段三小段,Jan-45,80,
廣場用地,文山區,66,興安段三小段,334-1,419,
廣場用地,文山區,67,興安段四小段,339-2,33,
廣場用地,文山區,67,興安段四小段,401-1,394,
廣場用地,文山區,67,興安段四小段,380-2,31,
廣場用地,文山區,67,興安段四小段,378-1,174,
廣場用地,文山區,67,興安段四小段,399-1,18,
廣場用地,文山區,67,興安段四小段,384-2,96,
廣場用地,文山區,67,興安段四小段,259-4,17,
廣場用地,文山區,67,興安段四小段,380-1,88,
廣場用地,文山區,67,興安段四小段,255-3,15,
廣場用地,文山區,67,興安段四小段,255-1,66,
廣場用地,文山區,67,興安段四小段,263-1,48,
廣場用地,文山區,67,興安段四小段,387,38,
廣場用地,文山區,67,興安段四小段,380-3,1,
廣場用地,文山區,67,興安段四小段,398,140,
廣場用地,文山區,67,興安段四小段,244-4,94,
廣場用地,文山區,67,興安段四小段,400-1,80,
廣場用地,文山區,67,興安段四小段,281-4,61,
廣場用地,文山區,67,興安段四小段,339-5,9,
廣場用地,文山區,67,興安段四小段,394,9,
廣場用地,文山區,67,興安段四小段,393,7,
廣場用地,文山區,67,興安段四小段,115-1,3,
廣場用地,文山區,67,興安段四小段,263-4,3,
廣場用地,文山區,67,興安段四小段,264-1,1,
廣場用地,文山區,67,興安段四小段,385-1,251,
廣場用地,文山區,67,興安段四小段,379-1,48,
廣場用地,文山區,73,華興段四小段,981,58,
廣場用地,文山區,73,華興段四小段,938-1,11,
廣場用地,文山區,73,華興段四小段,937,7,
廣場用地,文山區,73,華興段四小段,933,2,
廣場用地,文山區,73,華興段四小段,935,44,
廣場用地,文山區,73,華興段四小段,949,14,
廣場用地,文山區,73,華興段四小段,982,55,
廣場用地,文山區,73,華興段四小段,934-1,13,
廣場用地,文山區,73,華興段四小段,977,14,
廣場用地,文山區,73,華興段四小段,933-1,9,
廣場用地,文山區,73,華興段四小段,965,50,
廣場用地,文山區,73,華興段四小段,984-1,26,
廣場用地,文山區,73,華興段四小段,950,2,
廣場用地,文山區,73,華興段四小段,948,347,
廣場用地,文山區,73,華興段四小段,951,140,
廣場用地,文山區,73,華興段四小段,976,134,
廣場用地,文山區,73,華興段四小段,936,45,
廣場用地,文山區,73,華興段四小段,984,132,
廣場用地,文山區,73,華興段四小段,934,61,
廣場用地,文山區,73,華興段四小段,934-2,24,
廣場用地,文山區,122,興泰段三小段,103,2,
廣場用地,文山區,122,興泰段三小段,315-7,1,
廣場用地,文山區,122,興泰段三小段,315-8,1,
廣場用地,文山區,122,興泰段三小段,538-1,1019,
廣場用地,文山區,122,興泰段三小段,314-7,221,
廣場用地,文山區,122,興泰段三小段,107-1,105,
廣場用地,文山區,122,興泰段三小段,102,61,
廣場用地,文山區,122,興泰段三小段,114,55,
廣場用地,文山區,122,興泰段三小段,315-5,17,
廣場用地,文山區,122,興泰段三小段,115-2,250,
廣場用地,文山區,122,興泰段三小段,311-3,239,
廣場用地,文山區,146,頭廷段四小段,242,3834,
廣場用地,文山區,146,頭廷段四小段,219,1738,
廣場用地,文山區,146,頭廷段四小段,216,14,
廣場用地,文山區,146,頭廷段四小段,221,942,
廣場用地,文山區,146,頭廷段四小段,261,984,
廣場用地,萬華區,246,福星段三小段,205-1,5,
廣場用地,萬華區,246,福星段三小段,204,30,
廣場用地,萬華區,246,福星段三小段,203,16,
廣場用地,中正區,251,公園段一小段,162,77,中正25號(交7)廣場
廣場用地,中正區,251,公園段一小段,59,480.16,
廣場用地,中正區,251,公園段一小段,205,79,中正24號(交8)廣場
廣場用地,中正區,251,公園段一小段,Jan-70,1,
廣場用地,中正區,251,公園段一小段,204,81,中正24號(交8)廣場
廣場用地,中正區,251,公園段一小段,1月22日,2,
廣場用地,中正區,251,公園段一小段,207,81,中正24號(交8)廣場
廣場用地,中正區,251,公園段一小段,Feb-73,2,
廣場用地,中正區,251,公園段一小段,213-1,81,中正26號(交10)廣場
廣場用地,中正區,251,公園段一小段,Feb-70,3,
廣場用地,中正區,251,公園段一小段,208,81,中正24號(交8)廣場
廣場用地,中正區,251,公園段一小段,Mar-82,6.65,
廣場用地,中正區,251,公園段一小段,1-54,98,中正22號(交5)廣場
廣場用地,中正區,251,公園段一小段,Jan-60,7,
廣場用地,中正區,251,公園段一小段,179,100,中正25號(交7)廣場
廣場用地,中正區,251,公園段一小段,71,8,
廣場用地,中正區,251,公園段一小段,175,100,中正25號(交7)廣場
廣場用地,中正區,251,公園段一小段,Feb-67,8,
廣場用地,中正區,251,公園段一小段,172,101,中正25號(交7)廣場
廣場用地,中正區,251,公園段一小段,68,13,
廣場用地,中正區,251,公園段一小段,1月27日,102,中正21號(交4)廣場
廣場用地,中正區,251,公園段一小段,1月24日,35,
廣場用地,中正區,251,公園段一小段,159,106,中正25號(交7)廣場
廣場用地,中正區,251,公園段一小段,149,1880,中正25號(交7)廣場
廣場用地,中正區,251,公園段一小段,171,109,中正25號(交7)廣場
廣場用地,中正區,251,公園段一小段,217-2,168,中正26號(交10)廣場
廣場用地,中正區,251,公園段一小段,153,112,中正25號(交7)廣場
廣場用地,中正區,251,公園段一小段,198,250,中正24號(交8)廣場
廣場用地,中正區,251,公園段一小段,196,117,中正24號(交8)廣場
廣場用地,中正區,251,公園段一小段,2月5日,264,逸仙
廣場用地,中正區,251,公園段一小段,194,321,中正24號(交8)廣場
廣場用地,中正區,251,公園段一小段,192-6,343,中正24號(交8)廣場
廣場用地,中正區,251,公園段一小段,163,357,中正25號(交7)廣場
廣場用地,中正區,251,公園段一小段,192-3,372,中正24號(交8)廣場
廣場用地,中正區,251,公園段一小段,187-5,395,中正25號(交7)廣場
廣場用地,中正區,251,公園段一小段,1-56,396,中正22號(交5)廣場
廣場用地,中正區,251,公園段一小段,217,425,中正26號(交10)廣場
廣場用地,中正區,251,公園段一小段,189,4749,臺北西站
廣場用地,中正區,251,公園段一小段,187,6678,臺北西站
廣場用地,中正區,251,公園段一小段,188-9,7514,中正23號(交6)廣場
廣場用地,中正區,251,公園段一小段,201,430,中正24號(交8)廣場
廣場用地,中正區,251,公園段一小段,210,451,中正24號(交8)廣場
廣場用地,中正區,251,公園段一小段,1月29日,514,中正21號(交4)廣場
廣場用地,中正區,251,公園段一小段,187-4,518,中正25號(交7)廣場
廣場用地,中正區,251,公園段一小段,181,536,中正25號(交7)廣場
廣場用地,中正區,251,公園段一小段,174,608,中正25號(交7)廣場
廣場用地,中正區,251,公園段一小段,202,684,中正24號(交8)廣場
廣場用地,中正區,251,公園段一小段,1-32,828,中正22號(交5)廣場
廣場用地,中正區,251,公園段一小段,217-1,849,中正26號(交10)廣場
廣場用地,中正區,251,公園段一小段,195,855,中正24號(交8)廣場
廣場用地,中正區,251,公園段一小段,1-33,983,中正22號(交5)廣場
廣場用地,中正區,251,公園段一小段,1-59,36,中正21號(交4)廣場
廣場用地,中正區,251,公園段一小段,180,61,中正25號(交7)廣場
廣場用地,中正區,251,公園段一小段,211-5,67,中正26號(交10)廣場
廣場用地,中正區,251,公園段一小段,158,68,中正25號(交7)廣場
廣場用地,中正區,251,公園段一小段,167,72,中正25號(交7)廣場
廣場用地,中正區,251,公園段一小段,206,77,中正24號(交8)廣場
廣場用地,中正區,251,公園段一小段,1-65,1,
廣場用地,中正區,251,公園段一小段,Jan-69,1,
廣場用地,中正區,251,公園段一小段,Jan-73,2,
廣場用地,中正區,251,公園段一小段,Feb-74,3,
廣場用地,中正區,251,公園段一小段,1-63,4,
廣場用地,中正區,251,公園段一小段,Feb-69,6,
廣場用地,中正區,251,公園段一小段,72,7,
廣場用地,中正區,251,公園段一小段,Feb-76,8,
廣場用地,中正區,251,公園段一小段,1-67,10,
廣場用地,中正區,251,公園段一小段,75,14,
廣場用地,中正區,251,公園段一小段,Apr-59,41,
廣場用地,中正區,251,公園段一小段,1月20日,906,
廣場用地,中正區,251,公園段一小段,209,245,中正24號(交8)廣場
廣場用地,中正區,251,公園段一小段,1月8日,254,中正21號(交4)廣場
廣場用地,中正區,251,公園段一小段,186,268,中正23號(交6)廣場
廣場用地,中正區,251,公園段一小段,155,121,中正25號(交7)廣場
廣場用地,中正區,251,公園段一小段,160,125,中正25號(交7)廣場
廣場用地,中正區,251,公園段一小段,1-55,135,中正22號(交5)廣場
廣場用地,中正區,251,公園段一小段,199,136,中正24號(交8)廣場
廣場用地,中正區,251,公園段一小段,197,136,中正24號(交8)廣場
廣場用地,中正區,251,公園段一小段,210-2,137,中正26號(交10)廣場
廣場用地,中正區,251,公園段一小段,1-53,138,中正22號(交5)廣場
廣場用地,中正區,251,公園段一小段,203,142,中正24號(交8)廣場
廣場用地,中正區,251,公園段一小段,150,161,中正25號(交7)廣場
廣場用地,中正區,251,公園段一小段,183-1,169,中正23號(交6)廣場
廣場用地,中正區,251,公園段一小段,213-3,989,中正26號(交10)廣場
廣場用地,中正區,251,公園段一小段,147-3,1006,中正25號(交7)廣場
廣場用地,中正區,251,公園段一小段,151-1,13,中正25號(交7)廣場台北車站前
廣場用地,中正區,251,公園段一小段,169,84,中正25號(交7)廣場台北車站前廣場
廣場用地,中正區,251,公園段一小段,164,246,中正25號(交7)廣場台北車站前廣場
廣場用地,中正區,251,公園段一小段,185,315,中正25號(交7)廣場台北車站前
廣場用地,中正區,251,公園段一小段,168,429,中正25號(交7)廣場台北車站前廣場
廣場用地,中正區,251,公園段一小段,165,436,中正25號(交7)廣場台北車站前廣場
廣場用地,中正區,251,公園段一小段,166,791,中正25號(交7)廣場台北車站前廣場
廣場用地,中正區,251,公園段一小段,202-1,1,中正24號(交8)廣場
廣場用地,中正區,251,公園段一小段,190-4,2,中正23號(交6)廣場
廣場用地,中正區,251,公園段一小段,192-19,2,中正26號(交10)廣場
廣場用地,中正區,251,公園段一小段,212,2,中正26號(交10)廣場
廣場用地,中正區,251,公園段一小段,1月28日,3,中正21號(交4)廣場
廣場用地,中正區,251,公園段一小段,192-12,3,中正26號(交10)廣場
廣場用地,中正區,251,公園段一小段,192-27,4,中正26號(交10)廣場
廣場用地,中正區,251,公園段一小段,192-7,6,中正26號(交10)廣場
廣場用地,中正區,251,公園段一小段,178,7,中正25號(交7)廣場
廣場用地,中正區,251,公園段一小段,1-38,7,中正25號(交7)廣場
廣場用地,中正區,251,公園段一小段,1-34,8,中正21號(交4)廣場
廣場用地,中正區,251,公園段一小段,192-14,7,中正26號(交10)廣場
廣場用地,中正區,251,公園段一小段,188-33,11,中正23號(交6)廣場
廣場用地,中正區,251,公園段一小段,177,12,中正25號(交7)廣場
廣場用地,中正區,251,公園段一小段,188-34,14,中正23號(交6)廣場
廣場用地,中正區,251,公園段一小段,211-1,15,中正26號(交10)廣場
廣場用地,中正區,251,公園段一小段,188-32,15,中正23號(交6)廣場
廣場用地,中正區,251,公園段一小段,157,18,中正25號(交7)廣場
廣場用地,中正區,251,公園段一小段,176,19,中正25號(交7)廣場
廣場用地,中正區,251,公園段一小段,173,20,中正25號(交7)廣場
廣場用地,中正區,251,公園段一小段,211-3,19,中正26號(交10)廣場
廣場用地,中正區,251,公園段一小段,188-5,20,中正25號(交7)廣場
廣場用地,中正區,251,公園段一小段,154,20,中正25號(交7)廣場
廣場用地,中正區,251,公園段一小段,170,21,中正25號(交7)廣場
廣場用地,中正區,251,公園段一小段,156,22,中正25號(交7)廣場
廣場用地,中正區,251,公園段一小段,1-41,22,中正22號(交5)廣場
廣場用地,中正區,251,公園段一小段,2月4日,26,逸仙
廣場用地,中正區,251,公園段一小段,213-2,26,中正24號(交8)廣場
廣場用地,中正區,251,公園段一小段,161,29,中正25號(交7)廣場
廣場用地,中正區,251,公園段一小段,152,32,中正25號(交7)廣場
廣場用地,中正區,251,公園段一小段,188-35,1017,中正23號(交6)廣場
廣場用地,中正區,251,公園段一小段,1-49,1065,中正22號(交5)廣場
廣場用地,中正區,251,公園段一小段,188-24,1199,中正23號(交6)廣場
廣場用地,中正區,251,公園段一小段,188-4,1416,中正23號(交6)廣場
廣場用地,中正區,251,公園段一小段,187-1,1484,中正23號(交6)廣場
廣場用地,中正區,251,公園段一小段,148-1,1792,中正25號(交7)廣場
廣場用地,中正區,251,公園段一小段,187-7,1846,中正23號(交6)廣場
廣場用地,中正區,251,公園段一小段,184,239,中正23號(交6)廣場
廣場用地,中正區,251,公園段一小段,1月14日,227,中正25號(交7)廣場
廣場用地,中正區,251,公園段一小段,151,203,中正25號(交7)廣場
廣場用地,中正區,251,公園段一小段,200,171,中正24號(交8)廣場
廣場用地,中正區,251,公園段一小段,187-8,4150,中正23號(交6)廣場
廣場用地,中正區,251,公園段一小段,1月18日,3618,中正21號(交4)廣場
廣場用地,中正區,251,公園段一小段,188-27,3285,中正23號(交6)廣場
廣場用地,中正區,251,公園段一小段,1-50,3055,中正22號(交5)廣場
廣場用地,中正區,251,公園段一小段,1-36,3013,中正22號(交5)廣場
廣場用地,中正區,251,公園段一小段,188-25,2744,中正23號(交6)廣場
廣場用地,中正區,251,公園段一小段,192-2,2352,中正24號(交8)廣場
廣場用地,中正區,251,公園段一小段,192-1,2146,中正24號(交8)廣場
廣場用地,中正區,251,公園段一小段,188-26,2118,中正23號(交6)廣場
廣場用地,中正區,251,公園段一小段,193,282,中正24號(交8)廣場
廣場用地,中正區,253,公園段三小段,308,7409,中正6號廣場
廣場用地,中正區,253,公園段三小段,306,7264,中正6號廣場
廣場用地,中正區,255,城中段二小段,644-1,1796,中正3號廣場
廣場用地,中正區,255,城中段二小段,640,1345,中正3號廣場
廣場用地,中正區,255,城中段二小段,638,969,中正3號廣場
廣場用地,中正區,255,城中段二小段,637,810,中正3號廣場
廣場用地,中正區,255,城中段二小段,530,702,中正3號廣場
廣場用地,中正區,255,城中段二小段,456,641,中正3號廣場
廣場用地,中正區,255,城中段二小段,454-1,4,中正3號廣場
廣場用地,中正區,255,城中段二小段,528-1,268,中正3號廣場
廣場用地,中正區,255,城中段二小段,534,253,中正3號廣場
廣場用地,中正區,255,城中段二小段,404-4,187,中正3號廣場
廣場用地,中正區,255,城中段二小段,641,159,中正3號廣場
廣場用地,中正區,255,城中段二小段,529,98,中正3號廣場
廣場用地,中正區,255,城中段二小段,460-1,41,中正3號廣場
廣場用地,中正區,255,城中段二小段,404-5,29,中正3號廣場
廣場用地,中正區,255,城中段二小段,642-2,15,中正3號廣場
廣場用地,中正區,255,城中段二小段,675-1,14,中正3號廣場
廣場用地,中正區,255,城中段二小段,536-4,13,中正3號廣場
廣場用地,中正區,255,城中段二小段,639,2368,中正3號廣場
廣場用地,中正區,255,城中段二小段,535,2719,中正3號廣場
廣場用地,中正區,255,城中段二小段,467-3,556,中正3號廣場
廣場用地,大同區,259,圓環段三小段,493-7,866,士林24號廣場
廣場用地,大同區,259,圓環段三小段,493-9,1,士林24號廣場
廣場用地,大同區,259,圓環段三小段,493-8,1,士林24號廣場
廣場用地,大同區,261,市府段二小段,493-3,3,士林24號廣場
廣場用地,大同區,261,市府段二小段,493-1,6,士林24號廣場
廣場用地,大同區,262,市府段三小段,303,72,太原
廣場用地,大同區,262,市府段三小段,302,73,太原
廣場用地,大同區,262,市府段三小段,301,120,太原
廣場用地,大同區,262,市府段三小段,299,131,太原
廣場用地,大同區,262,市府段三小段,298,208,太原
廣場用地,大同區,262,市府段三小段,300,245,太原
廣場用地,大同區,262,市府段三小段,294-2,64.61,太原
廣場用地,大同區,262,市府段三小段,305,52,太原
廣場用地,大同區,262,市府段三小段,386-1,49,太原
廣場用地,大同區,262,市府段三小段,307-2,31,太原
廣場用地,大同區,262,市府段三小段,387-3,1018,太原
廣場用地,大同區,262,市府段三小段,331-2,512,太原
廣場用地,大同區,262,市府段三小段,304,67,太原
廣場用地,大同區,266,玉泉段一小段,582-1,36,士林24號廣場
廣場用地,大同區,266,玉泉段一小段,583-1,0.11,士林24號廣場
廣場用地,大同區,267,玉泉段二小段,367-2,306,
廣場用地,大同區,267,玉泉段二小段,371-17,317,
廣場用地,大同區,267,玉泉段二小段,369-2,351,
廣場用地,大同區,267,玉泉段二小段,366-2,594,
廣場用地,大同區,267,玉泉段二小段,371-7,371,
廣場用地,大同區,267,玉泉段二小段,371-19,2481,
廣場用地,大同區,267,玉泉段二小段,365-5,940,
廣場用地,大同區,267,,371-54,0,
廣場用地,大同區,267,玉泉段二小段,369-3,1,
